requirement_id,requirement_type,priority,epic_id,epic_title,milestone,wave,verification,status
URS-F-0212,Functional,Must,EPIC-204,"Errors, finally and after-execution hooks",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0213,Functional,Must,EPIC-204,"Errors, finally and after-execution hooks",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0214,Functional,Must,EPIC-204,"Errors, finally and after-execution hooks",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0215,Functional,Must,EPIC-204,"Errors, finally and after-execution hooks",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0216,Functional,Must,EPIC-204,"Errors, finally and after-execution hooks",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0217,Functional,Must,EPIC-204,"Errors, finally and after-execution hooks",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0218,Functional,Must,EPIC-204,"Errors, finally and after-execution hooks",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0219,Functional,Must,EPIC-205,"Inputs, outputs and variables",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0220,Functional,Must,EPIC-205,"Inputs, outputs and variables",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0221,Functional,Must,EPIC-205,"Inputs, outputs and variables",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0222,Functional,Must,EPIC-205,"Inputs, outputs and variables",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0223,Functional,Must,EPIC-205,"Inputs, outputs and variables",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0224,Functional,Must,EPIC-205,"Inputs, outputs and variables",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0225,Functional,Must,EPIC-205,"Inputs, outputs and variables",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0226,Functional,Must,EPIC-205,"Inputs, outputs and variables",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0227,Functional,Must,EPIC-206,"Labels, metadata and plugin defaults",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0228,Functional,Must,EPIC-206,"Labels, metadata and plugin defaults",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0229,Functional,Must,EPIC-206,"Labels, metadata and plugin defaults",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0230,Functional,Must,EPIC-206,"Labels, metadata and plugin defaults",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0231,Functional,Must,EPIC-206,"Labels, metadata and plugin defaults",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0232,Functional,Must,EPIC-206,"Labels, metadata and plugin defaults",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0233,Functional,Must,EPIC-206,"Labels, metadata and plugin defaults",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0234,Functional,Must,EPIC-207,"Namespace files, key-value store and secrets",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0235,Functional,Must,EPIC-207,"Namespace files, key-value store and secrets",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0236,Functional,Must,EPIC-207,"Namespace files, key-value store and secrets",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0237,Functional,Must,EPIC-207,"Namespace files, key-value store and secrets",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0238,Functional,Must,EPIC-207,"Namespace files, key-value store and secrets",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0239,Functional,Must,EPIC-207,"Namespace files, key-value store and secrets",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0240,Functional,Must,EPIC-207,"Namespace files, key-value store and secrets",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0241,Functional,Must,EPIC-207,"Namespace files, key-value store and secrets",M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0242,Functional,Must,EPIC-208,Working directories and execution files,M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0243,Functional,Must,EPIC-208,Working directories and execution files,M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0244,Functional,Must,EPIC-208,Working directories and execution files,M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0245,Functional,Must,EPIC-208,Working directories and execution files,M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0246,Functional,Must,EPIC-208,Working directories and execution files,M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0247,Functional,Must,EPIC-208,Working directories and execution files,M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0248,Functional,Must,EPIC-208,Working directories and execution files,M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0249,Functional,Must,EPIC-208,Working directories and execution files,M2,2,DSL validation plus end-to-end workflow conformance tests,Verified
URS-F-0250,Functional,Must,EPIC-209,Task runner interface and capability model,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0251,Functional,Must,EPIC-209,Task runner interface and capability model,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0252,Functional,Must,EPIC-209,Task runner interface and capability model,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0253,Functional,Must,EPIC-209,Task runner interface and capability model,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0254,Functional,Must,EPIC-209,Task runner interface and capability model,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0255,Functional,Must,EPIC-209,Task runner interface and capability model,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0256,Functional,Must,EPIC-209,Task runner interface and capability model,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0257,Functional,Must,EPIC-209,Task runner interface and capability model,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0258,Functional,Must,EPIC-220,Local process task runner,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0259,Functional,Must,EPIC-220,Local process task runner,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0260,Functional,Must,EPIC-220,Local process task runner,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0261,Functional,Must,EPIC-220,Local process task runner,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0262,Functional,Must,EPIC-220,Local process task runner,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0263,Functional,Must,EPIC-220,Local process task runner,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0264,Functional,Must,EPIC-220,Local process task runner,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0265,Functional,Must,EPIC-221,Docker and OCI task runner,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0266,Functional,Must,EPIC-221,Docker and OCI task runner,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0267,Functional,Must,EPIC-221,Docker and OCI task runner,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0268,Functional,Must,EPIC-221,Docker and OCI task runner,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0269,Functional,Must,EPIC-221,Docker and OCI task runner,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0270,Functional,Must,EPIC-221,Docker and OCI task runner,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0271,Functional,Must,EPIC-221,Docker and OCI task runner,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0272,Functional,Must,EPIC-221,Docker and OCI task runner,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0273,Functional,Must,EPIC-222,Kubernetes task runner,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0274,Functional,Must,EPIC-222,Kubernetes task runner,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0275,Functional,Must,EPIC-222,Kubernetes task runner,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0276,Functional,Must,EPIC-222,Kubernetes task runner,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0277,Functional,Must,EPIC-222,Kubernetes task runner,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0278,Functional,Must,EPIC-222,Kubernetes task runner,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0279,Functional,Must,EPIC-222,Kubernetes task runner,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0280,Functional,Must,EPIC-222,Kubernetes task runner,M2,2,Runner contract tests against disposable execution environments,Verified
URS-F-0281,Functional,Should,EPIC-223,"Cloud batch, VM and serverless runners",M2,2,Runner contract tests against disposable execution environments,Proposed
URS-F-0282,Functional,Should,EPIC-223,"Cloud batch, VM and serverless runners",M2,2,Runner contract tests against disposable execution environments,Proposed
URS-F-0283,Functional,Should,EPIC-223,"Cloud batch, VM and serverless runners",M2,2,Runner contract tests against disposable execution environments,Proposed
URS-F-0284,Functional,Should,EPIC-223,"Cloud batch, VM and serverless runners",M2,2,Runner contract tests against disposable execution environments,Proposed
URS-F-0285,Functional,Should,EPIC-223,"Cloud batch, VM and serverless runners",M2,2,Runner contract tests against disposable execution environments,Proposed
URS-F-0286,Functional,Should,EPIC-223,"Cloud batch, VM and serverless runners",M2,2,Runner contract tests against disposable execution environments,Proposed
URS-F-0287,Functional,Should,EPIC-223,"Cloud batch, VM and serverless runners",M2,2,Runner contract tests against disposable execution environments,Proposed
URS-F-0288,Functional,Should,EPIC-223,"Cloud batch, VM and serverless runners",M2,2,Runner contract tests against disposable execution environments,Proposed
URS-F-0289,Functional,Must,EPIC-300,Plugin SDK and manifest contract,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0290,Functional,Must,EPIC-300,Plugin SDK and manifest contract,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0291,Functional,Must,EPIC-300,Plugin SDK and manifest contract,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0292,Functional,Must,EPIC-300,Plugin SDK and manifest contract,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0293,Functional,Must,EPIC-300,Plugin SDK and manifest contract,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0294,Functional,Must,EPIC-300,Plugin SDK and manifest contract,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0295,Functional,Must,EPIC-300,Plugin SDK and manifest contract,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0296,Functional,Must,EPIC-300,Plugin SDK and manifest contract,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0297,Functional,Must,EPIC-301,"Plugin discovery, resolution and dependency isolation",M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0298,Functional,Must,EPIC-301,"Plugin discovery, resolution and dependency isolation",M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0299,Functional,Must,EPIC-301,"Plugin discovery, resolution and dependency isolation",M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0300,Functional,Must,EPIC-301,"Plugin discovery, resolution and dependency isolation",M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0301,Functional,Must,EPIC-301,"Plugin discovery, resolution and dependency isolation",M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0302,Functional,Must,EPIC-301,"Plugin discovery, resolution and dependency isolation",M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0303,Functional,Must,EPIC-301,"Plugin discovery, resolution and dependency isolation",M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0304,Functional,Must,EPIC-301,"Plugin discovery, resolution and dependency isolation",M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0305,Functional,Must,EPIC-302,Trusted in-process plugin runtime,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0306,Functional,Must,EPIC-302,Trusted in-process plugin runtime,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0307,Functional,Must,EPIC-302,Trusted in-process plugin runtime,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0308,Functional,Must,EPIC-302,Trusted in-process plugin runtime,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0309,Functional,Must,EPIC-302,Trusted in-process plugin runtime,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0310,Functional,Must,EPIC-302,Trusted in-process plugin runtime,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0311,Functional,Must,EPIC-302,Trusted in-process plugin runtime,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0312,Functional,Must,EPIC-302,Trusted in-process plugin runtime,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0313,Functional,Must,EPIC-303,Isolated language-neutral plugin runtime,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0314,Functional,Must,EPIC-303,Isolated language-neutral plugin runtime,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0315,Functional,Must,EPIC-303,Isolated language-neutral plugin runtime,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0316,Functional,Must,EPIC-303,Isolated language-neutral plugin runtime,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0317,Functional,Must,EPIC-303,Isolated language-neutral plugin runtime,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0318,Functional,Must,EPIC-303,Isolated language-neutral plugin runtime,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0319,Functional,Must,EPIC-303,Isolated language-neutral plugin runtime,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0320,Functional,Must,EPIC-303,Isolated language-neutral plugin runtime,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0321,Functional,Must,EPIC-304,"Trigger, condition and notification extension contracts",M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0322,Functional,Must,EPIC-304,"Trigger, condition and notification extension contracts",M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0323,Functional,Must,EPIC-304,"Trigger, condition and notification extension contracts",M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0324,Functional,Must,EPIC-304,"Trigger, condition and notification extension contracts",M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0325,Functional,Must,EPIC-304,"Trigger, condition and notification extension contracts",M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0326,Functional,Must,EPIC-304,"Trigger, condition and notification extension contracts",M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0327,Functional,Must,EPIC-304,"Trigger, condition and notification extension contracts",M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0328,Functional,Must,EPIC-305,"Plugin registry, signing, SBOM and marketplace metadata",M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0329,Functional,Must,EPIC-305,"Plugin registry, signing, SBOM and marketplace metadata",M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0330,Functional,Must,EPIC-305,"Plugin registry, signing, SBOM and marketplace metadata",M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0331,Functional,Must,EPIC-305,"Plugin registry, signing, SBOM and marketplace metadata",M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0332,Functional,Must,EPIC-305,"Plugin registry, signing, SBOM and marketplace metadata",M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0333,Functional,Must,EPIC-305,"Plugin registry, signing, SBOM and marketplace metadata",M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0334,Functional,Must,EPIC-305,"Plugin registry, signing, SBOM and marketplace metadata",M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0335,Functional,Must,EPIC-305,"Plugin registry, signing, SBOM and marketplace metadata",M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0336,Functional,Must,EPIC-306,Core utility plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0337,Functional,Must,EPIC-306,Core utility plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0338,Functional,Must,EPIC-306,Core utility plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0339,Functional,Must,EPIC-306,Core utility plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0340,Functional,Must,EPIC-306,Core utility plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0341,Functional,Must,EPIC-306,Core utility plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0342,Functional,Must,EPIC-306,Core utility plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0343,Functional,Must,EPIC-306,Core utility plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0344,Functional,Must,EPIC-307,Multi-language script plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0345,Functional,Must,EPIC-307,Multi-language script plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0346,Functional,Must,EPIC-307,Multi-language script plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0347,Functional,Must,EPIC-307,Multi-language script plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0348,Functional,Must,EPIC-307,Multi-language script plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0349,Functional,Must,EPIC-307,Multi-language script plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0350,Functional,Must,EPIC-307,Multi-language script plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0351,Functional,Must,EPIC-307,Multi-language script plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0352,Functional,Must,EPIC-308,"Database, analytics and storage plugin pack",M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0353,Functional,Must,EPIC-308,"Database, analytics and storage plugin pack",M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0354,Functional,Must,EPIC-308,"Database, analytics and storage plugin pack",M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0355,Functional,Must,EPIC-308,"Database, analytics and storage plugin pack",M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0356,Functional,Must,EPIC-308,"Database, analytics and storage plugin pack",M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0357,Functional,Must,EPIC-308,"Database, analytics and storage plugin pack",M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0358,Functional,Must,EPIC-308,"Database, analytics and storage plugin pack",M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0359,Functional,Must,EPIC-308,"Database, analytics and storage plugin pack",M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0360,Functional,Must,EPIC-309,Cloud and infrastructure plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0361,Functional,Must,EPIC-309,Cloud and infrastructure plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0362,Functional,Must,EPIC-309,Cloud and infrastructure plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0363,Functional,Must,EPIC-309,Cloud and infrastructure plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0364,Functional,Must,EPIC-309,Cloud and infrastructure plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0365,Functional,Must,EPIC-309,Cloud and infrastructure plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0366,Functional,Must,EPIC-309,Cloud and infrastructure plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0367,Functional,Must,EPIC-309,Cloud and infrastructure plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0368,Functional,Must,EPIC-310,Messaging and event-stream plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0369,Functional,Must,EPIC-310,Messaging and event-stream plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0370,Functional,Must,EPIC-310,Messaging and event-stream plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0371,Functional,Must,EPIC-310,Messaging and event-stream plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0372,Functional,Must,EPIC-310,Messaging and event-stream plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0373,Functional,Must,EPIC-310,Messaging and event-stream plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0374,Functional,Must,EPIC-310,Messaging and event-stream plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0375,Functional,Must,EPIC-310,Messaging and event-stream plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0376,Functional,Must,EPIC-311,Notification and collaboration plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0377,Functional,Must,EPIC-311,Notification and collaboration plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0378,Functional,Must,EPIC-311,Notification and collaboration plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0379,Functional,Must,EPIC-311,Notification and collaboration plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0380,Functional,Must,EPIC-311,Notification and collaboration plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0381,Functional,Must,EPIC-311,Notification and collaboration plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0382,Functional,Must,EPIC-311,Notification and collaboration plugin pack,M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0383,Functional,Must,EPIC-312,"AI, agent and MCP plugin pack",M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0384,Functional,Must,EPIC-312,"AI, agent and MCP plugin pack",M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0385,Functional,Must,EPIC-312,"AI, agent and MCP plugin pack",M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0386,Functional,Must,EPIC-312,"AI, agent and MCP plugin pack",M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0387,Functional,Must,EPIC-312,"AI, agent and MCP plugin pack",M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0388,Functional,Must,EPIC-312,"AI, agent and MCP plugin pack",M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0389,Functional,Must,EPIC-312,"AI, agent and MCP plugin pack",M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0390,Functional,Must,EPIC-312,"AI, agent and MCP plugin pack",M3,3,"Plugin SDK contract, sandbox and integration tests",Proposed
URS-F-0391,Functional,Must,EPIC-313,Plugin developer portal and certification suite,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0392,Functional,Must,EPIC-313,Plugin developer portal and certification suite,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0393,Functional,Must,EPIC-313,Plugin developer portal and certification suite,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0394,Functional,Must,EPIC-313,Plugin developer portal and certification suite,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0395,Functional,Must,EPIC-313,Plugin developer portal and certification suite,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0396,Functional,Must,EPIC-313,Plugin developer portal and certification suite,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0397,Functional,Must,EPIC-313,Plugin developer portal and certification suite,M3,3,"Plugin SDK contract, sandbox and integration tests",Verified
URS-F-0398,Functional,Must,EPIC-400,Versioned REST API and OpenAPI contract,M4,4,OpenAPI contract and authenticated end-to-end API tests,Verified
URS-F-0399,Functional,Must,EPIC-400,Versioned REST API and OpenAPI contract,M4,4,OpenAPI contract and authenticated end-to-end API tests,Verified
URS-F-0400,Functional,Must,EPIC-400,Versioned REST API and OpenAPI contract,M4,4,OpenAPI contract and authenticated end-to-end API tests,Verified
URS-F-0401,Functional,Must,EPIC-400,Versioned REST API and OpenAPI contract,M4,4,OpenAPI contract and authenticated end-to-end API tests,Verified
URS-F-0402,Functional,Must,EPIC-400,Versioned REST API and OpenAPI contract,M4,4,OpenAPI contract and authenticated end-to-end API tests,Verified
URS-F-0403,Functional,Must,EPIC-400,Versioned REST API and OpenAPI contract,M4,4,OpenAPI contract and authenticated end-to-end API tests,Verified
URS-F-0404,Functional,Must,EPIC-400,Versioned REST API and OpenAPI contract,M4,4,OpenAPI contract and authenticated end-to-end API tests,Verified
URS-F-0405,Functional,Must,EPIC-400,Versioned REST API and OpenAPI contract,M4,4,OpenAPI contract and authenticated end-to-end API tests,Verified
URS-F-0406,Functional,Must,EPIC-401,"Realtime API, webhooks and event subscriptions",M4,4,OpenAPI contract and authenticated end-to-end API tests,Verified
URS-F-0407,Functional,Must,EPIC-401,"Realtime API, webhooks and event subscriptions",M4,4,OpenAPI contract and authenticated end-to-end API tests,Verified
URS-F-0408,Functional,Must,EPIC-401,"Realtime API, webhooks and event subscriptions",M4,4,OpenAPI contract and authenticated end-to-end API tests,Verified
URS-F-0409,Functional,Must,EPIC-401,"Realtime API, webhooks and event subscriptions",M4,4,OpenAPI contract and authenticated end-to-end API tests,Verified
URS-F-0410,Functional,Must,EPIC-401,"Realtime API, webhooks and event subscriptions",M4,4,OpenAPI contract and authenticated end-to-end API tests,Verified
URS-F-0411,Functional,Must,EPIC-401,"Realtime API, webhooks and event subscriptions",M4,4,OpenAPI contract and authenticated end-to-end API tests,Verified
URS-F-0412,Functional,Must,EPIC-401,"Realtime API, webhooks and event subscriptions",M4,4,OpenAPI contract and authenticated end-to-end API tests,Verified
URS-F-0413,Functional,Must,EPIC-401,"Realtime API, webhooks and event subscriptions",M4,4,OpenAPI contract and authenticated end-to-end API tests,Verified
URS-F-0414,Functional,Must,EPIC-402,CLI and generated client SDKs,M4,4,tests/test_cli.py and tests/test_cli_epic402.py::test_urs_f_0414_0415_0419_0420_profiles_secure_tokens_and_output_modes plus test_urs_f_0414_0416_declarative_stdin_diff_export_delete_and_admin,Verified
URS-F-0415,Functional,Must,EPIC-402,CLI and generated client SDKs,M4,4,tests/test_cli_epic402.py::test_urs_f_0414_0415_0419_0420_profiles_secure_tokens_and_output_modes,Verified
URS-F-0416,Functional,Must,EPIC-402,CLI and generated client SDKs,M4,4,tests/test_cli_epic402.py::test_urs_f_0414_0416_declarative_stdin_diff_export_delete_and_admin,Verified
URS-F-0417,Functional,Must,EPIC-402,CLI and generated client SDKs,M4,4,"tests/test_sdk_contracts.py::test_urs_f_0417_0418_generated_sdk_manifest_matches_supported_contract and generated Python, TypeScript, Java and Go build checks",Verified
URS-F-0418,Functional,Must,EPIC-402,CLI and generated client SDKs,M4,4,tests/test_sdk_contracts.py::test_urs_f_0417_0418_generated_sdk_manifest_matches_supported_contract and test_urs_f_0418_sdk_release_archives_are_reproducible,Verified
